device,rho,seed,deadline_ratio,deadline_ms,skip_mode,saving_p10_j,saving_p50_j,saving_p90_j,saving_unique_count,saving_feasible_unique_count,saving_degenerate,warning
device_0,0.75,1703,2.0,72.09,late,0.0,0.0,0.04234557005454726,18139,18139,False,
device_0,0.75,1704,1.1,39.6495,drop,0.022961916340070186,0.14735569124791936,0.3820386117243337,92373,92372,False,
device_0,0.75,1704,1.1,39.6495,late,0.0,0.09927770034802577,0.27511347762103044,54021,54021,False,
device_0,0.75,1704,1.2,43.254,drop,0.02549850605004372,0.0379110815946975,0.385387350088554,96199,96198,False,
device_0,0.75,1704,1.2,43.254,late,0.0,0.0,0.2645653334066975,43431,43431,False,
device_0,0.75,1704,1.35,48.66075000000001,drop,0.026678095018723574,0.03865612249272151,0.3872197797508391,98692,98691,False,
device_0,0.75,1704,1.35,48.66075000000001,late,0.0,0.0,0.23183662769053925,30595,30595,False,
device_0,0.75,1704,1.5,54.0675,drop,0.026946651252106678,0.038854390011687535,0.16370087268987588,99344,99343,False,
device_0,0.75,1704,1.5,54.0675,late,0.0,0.0,0.0671306659267728,23147,23147,False,
device_0,0.75,1704,2.0,72.09,drop,0.027021675766953152,0.03890539460119109,0.16383339168337968,99455,99455,False,
device_0,0.75,1704,2.0,72.09,late,0.0,0.0,0.041885546327528715,17810,17810,False,
device_0,0.75,1705,1.1,39.6495,drop,0.02261549969244631,0.14736039438308934,0.3825323313666545,92020,92019,False,
device_0,0.75,1705,1.1,39.6495,late,0.0,0.09928883640659099,0.2749270056434326,54028,54028,False,
device_0,0.75,1705,1.2,43.254,drop,0.025414705214846015,0.03796831915846696,0.38574710431488735,95987,95986,False,
device_0,0.75,1705,1.2,43.254,late,0.0,0.0,0.2656698120635546,43793,43793,False,
device_0,0.75,1705,1.35,48.66075000000001,drop,0.026665083145745033,0.03881802033526917,0.38765114673787354,98653,98652,False,
device_0,0.75,1705,1.35,48.66075000000001,late,0.0,0.0,0.23655666219178673,31148,31148,False,
device_0,0.75,1705,1.5,54.0675,drop,0.026931266152688038,0.039024821296911545,0.16413431785708252,99311,99310,False,
