device,rho,deadline_ratio,epsilon,skip_mode,policy,mean_energy_j_mean,mean_energy_j_std,violation_rate_mean,violation_rate_std,max_violation_run_mean,max_violation_run_std,burst_count_ge2_mean,burst_count_ge2_std,violation_state_bad_share_mean,violation_state_bad_share_std,boost_use_rate_mean,boost_use_rate_std,boost_use_rate_good_mean,boost_use_rate_good_std,boost_use_rate_bad_mean,boost_use_rate_bad_std
device_0,0.0,1.5,0.01,drop,P0,0.05705812625375835,0.00014768673537142294,0.01,0.0,2.1,0.31622776601683805,9.9,2.8848262031225067,0.2383,0.012815355372885029,0.01005,0.000263101163475615,0.0,0.0,0.05022983706114862,0.0013219996794032638
device_0,0.0,1.5,0.01,drop,P1,0.05758876340046517,0.0001507632937077535,0.000607,4.522781838156201e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.010154,0.00028147231953900285,0.0,0.0,0.05074979035812005,0.001420193445633731
device_0,0.0,1.5,0.01,drop,P2,0.055152682102971085,0.0001461143705275388,0.01,0.0,2.0,0.0,9.2,3.675746333890726,1.0,0.0,0.0007610000000000001,0.0002672264956923247,0.0,0.0,0.003803182690203245,0.001339307204342518
device_0,0.0,1.5,0.01,drop,P2prime,0.055152830179048304,0.00014612976889849993,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0007610000000000001,0.0002672264956923247,0.0,0.0,0.003803182690203245,0.001339307204342518
device_0,0.0,1.5,0.01,late,P0,0.057556531802187935,0.00014913571187551446,0.01,0.0,2.2,0.42163702135578385,9.4,2.503331114069145,0.2542,0.009670114327716672,0.010048,0.0002699711918787715,0.0,0.0,0.0502200534406008,0.0013640396709461687
device_0,0.0,1.5,0.01,late,P1,0.057695584902093276,0.00014790702509246426,0.000607,4.522781838156201e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.010154,0.00028147231953900285,0.0,0.0,0.05074979035812005,0.001420193445633731
device_0,0.0,1.5,0.01,late,P2,0.056634770219307976,0.00014722696485870818,0.01,0.0,2.0,0.0,8.9,2.884826203122507,1.0,0.0,0.0007610000000000001,0.0002672264956923247,0.0,0.0,0.003803182690203245,0.001339307204342518
device_0,0.0,1.5,0.01,late,P2prime,0.05663605236523285,0.00014744834458241517,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0007610000000000001,0.0002672264956923247,0.0,0.0,0.003803182690203245,0.001339307204342518
device_0,0.0,1.5,0.05,drop,P0,0.0547504677705861,0.00015716490447199147,0.05,0.0,3.4,0.5163977794943223,231.0,18.743887892679396,0.20952,0.0036699379346856052,0.009665,0.00028590013796584416,0.0,0.0,0.04830466047670899,0.0014021437162202108
device_0,0.0,1.5,0.05,drop,P1,0.05758876340046517,0.0001507632937077535,0.000607,4.522781838156201e-05,1.0,0.0,0.0,0.0,1.0,0.0,0.010154,0.00028147231953900285,0.0,0.0,0.05074979035812005,0.001420193445633731
device_0,0.0,1.5,0.05,drop,P2,0.04854060666664258,0.000144231049152727,0.05,0.0,3.5,0.5270462766947299,239.6,12.393546707863734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
device_0,0.0,1.5,0.05,drop,P2prime,0.04855567024849196,0.00014558198010445104,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00011099999999999999,4.201851443775178e-05,0.0,0.0,0.0005545085693946878,0.00020929115316664987
device_0,0.0,1.5,0.05,late,P0,0.05698874787401827,0.00015311632529844542,0.05,0.0,3.6,0.6992058987801009,224.4,14.886235252742717,0.20939999999999998,0.003962042122160964,0.009667,0.00029892585479791937,0.0,0.0,0.048314845926573625,0.0014734606897663885
