N,channel_sync,rho,deadline_ratio,epsilon,skip_mode,device,device_index,policy,mean_energy_j_mean,mean_energy_j_std,violation_rate_mean,violation_rate_std,max_violation_run_mean,max_violation_run_std,burst_count_ge2_mean,burst_count_ge2_std,violation_run_count_mean,violation_run_count_std,violation_state_bad_share_mean,violation_state_bad_share_std,boost_use_rate_mean,boost_use_rate_std,allocation_mean_mean,allocation_mean_std,allocation_max_mean,allocation_max_std,allocation_nonzero_rate_mean,allocation_nonzero_rate_std
2,common,0.975,1.35,0.15,late,device_1,1,J1,0.0780998781015883,0.00014277591342424676,0.0034,0.0,1.5,0.7071067811865476,0.5,0.7071067811865476,33.5,0.7071067811865476,1.0,0.0,0.05105,0.00021213203435596788,0.35722475,4.631549416769649e-05,0.705,0.0,0.9966,0.0
2,common,0.975,1.35,0.15,late,device_1,1,J2,0.05919999056135054,0.001600561864778948,0.1345,0.021920310216782982,9.5,3.5355339059327378,223.5,54.44722215136416,971.5,72.8319984622144,0.6143613445378151,0.010802690152917202,0.0017,0.0024041630560342614,0.315649,0.018217899110490217,0.995,0.007071067811865481,0.8654999999999999,0.02192031021678303
2,independent,0.0,1.35,0.15,drop,device_0,0,I1,0.0852425035586167,0.0005193214357653882,0.00405,0.0003535533905932739,1.0,0.0,0.0,0.0,40.5,3.5355339059327378,1.0,0.0,0.0731,0.003394112549695427,0.497975,0.00017677669529661742,0.5,0.0,0.99595,0.00035355339059323483
2,independent,0.0,1.35,0.15,drop,device_0,0,I2,0.04451260092004092,0.00020264172387682335,0.15,0.0,4.5,0.7071067811865476,187.0,0.0,1280.5,4.949747468305833,1.0,0.0,0.0,0.0,0.425,0.0,0.5,0.0,0.85,0.0
2,independent,0.0,1.35,0.15,drop,device_0,0,J1,0.07082606404236022,9.212886979776177e-05,0.00405,0.0003535533905932739,1.0,0.0,0.0,0.0,40.5,3.5355339059327378,1.0,0.0,0.02165,0.0003535533905932741,0.36955875,0.00020612162671587866,0.865,0.12727922061357852,0.99595,0.00035355339059323483
2,independent,0.0,1.35,0.15,drop,device_0,0,J2,0.041086100127783576,0.0005733837198386947,0.14550000000000002,0.001697056274847694,4.5,0.7071067811865476,183.5,3.5355339059327378,1242.0,15.556349186104045,0.9868499929849623,0.01570486599117606,0.0,0.0,0.30538725,0.0017949905640419913,1.0,0.0,0.8545,0.0016970562748478018
2,independent,0.0,1.35,0.15,drop,device_1,1,I1,0.08512368851885398,0.0011160677425491733,0.00385,0.0007778174593052025,1.5,0.7071067811865476,0.5,0.7071067811865476,38.0,7.0710678118654755,1.0,0.0,0.07289999999999999,0.0016970562748477088,0.49807500000000005,0.0003889087296525779,0.5,0.0,0.9961500000000001,0.0007778174593051558
2,independent,0.0,1.35,0.15,drop,device_1,1,I2,0.04439102138365307,0.0008456879116682973,0.15,0.0,4.5,0.7071067811865476,194.5,12.020815280171307,1280.5,12.020815280171307,1.0,0.0,0.0,0.0,0.425,0.0,0.5,0.0,0.85,0.0
2,independent,0.0,1.35,0.15,drop,device_1,1,J1,0.07140136895337296,0.0003868394485874791,0.00385,0.0007778174593052025,1.5,0.7071067811865476,0.5,0.7071067811865476,38.0,7.0710678118654755,1.0,0.0,0.0232,0.0009899494936611692,0.36806324999999995,0.002099753586733443,0.935,0.03535533905932737,0.9961500000000001,0.0007778174593051558
2,independent,0.0,1.35,0.15,drop,device_1,1,J2,0.04093358001134384,0.0011298664949965231,0.1492,0.0011313708498984691,4.5,0.7071067811865476,185.5,12.020815280171307,1285.0,26.870057685088806,0.9959784366576819,3.0495171156301224e-05,0.00185,0.002616295090390226,0.30292474999999996,0.002024093161146505,0.9924999999999999,0.010606601717798262,0.8508,0.0011313708498985084
